Sensor-id,Long,Lat,Value,Units,User-id,time
48,-119.77525,0.06177,0, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:00:00.000Z
48,-119.77525,0.06177,0, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:00:00.000Z
48,-119.77525,0.06177,44, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:00:05.000Z
48,-119.77525,0.06177,40, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:00:10.000Z
48,-119.77525,0.06177,41, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:00:15.000Z
48,-119.77525,0.06177,38, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:00:20.000Z
48,-119.77525,0.06177,41, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:00:25.000Z
48,-119.77525,0.06177,39, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:00:30.000Z
48,-119.77525,0.06177,40, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:00:35.000Z
48,-119.77525,0.06177,44, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:00:40.000Z
48,-119.77525,0.06177,45, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:00:45.000Z
48,-119.77525,0.06177,41, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:00:50.000Z
48,-119.77525,0.06177,38, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:00:55.000Z
48,-119.77525,0.06177,41, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:01:00.000Z
48,-119.77525,0.06177,41, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:01:05.000Z
48,-119.77525,0.06177,42, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:01:10.000Z
48,-119.77525,0.06177,41, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:01:15.000Z
48,-119.77525,0.06177,36, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:01:20.000Z
48,-119.77525,0.06177,43, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:01:25.000Z
48,-119.77525,0.06177,43, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:01:30.000Z
48,-119.77525,0.06177,44, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:01:35.000Z
48,-119.77525,0.06177,41, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:01:40.000Z
48,-119.77525,0.06177,47, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:01:45.000Z
48,-119.77525,0.06177,45, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:01:50.000Z
48,-119.77525,0.06177,39, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:01:55.000Z
48,-119.77525,0.06177,39, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:02:00.000Z
48,-119.77525,0.06177,43, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:02:05.000Z
48,-119.77525,0.06177,45, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:02:10.000Z
48,-119.77525,0.06177,43, cpm, NeutronsAreFreeOfCharge,2020-04-06T05:02:15.000Z
