Sensor-id,Long,Lat,Value,Units,User-id,time
7,-119.8492,0.18067,0, cpm, MySensor,2020-04-06T05:00:00.000Z
7,-119.8492,0.18067,0, cpm, MySensor,2020-04-06T05:00:00.000Z
7,-119.8492,0.18067,9, cpm, MySensor,2020-04-06T05:00:05.000Z
7,-119.8492,0.18067,5, cpm, MySensor,2020-04-06T05:00:15.000Z
7,-119.8492,0.18067,9, cpm, MySensor,2020-04-06T05:00:20.000Z
7,-119.8492,0.18067,16, cpm, MySensor,2020-04-06T05:00:25.000Z
7,-119.8492,0.18067,12, cpm, MySensor,2020-04-06T05:00:30.000Z
7,-119.8492,0.18067,14, cpm, MySensor,2020-04-06T05:00:35.000Z
7,-119.8492,0.18067,10, cpm, MySensor,2020-04-06T05:00:40.000Z
7,-119.8492,0.18067,13, cpm, MySensor,2020-04-06T05:00:45.000Z
7,-119.8492,0.18067,23, cpm, MySensor,2020-04-06T05:00:50.000Z
7,-119.8492,0.18067,11, cpm, MySensor,2020-04-06T05:01:00.000Z
7,-119.8492,0.18067,12, cpm, MySensor,2020-04-06T05:01:05.000Z
7,-119.8492,0.18067,14, cpm, MySensor,2020-04-06T05:01:15.000Z
7,-119.8492,0.18067,17, cpm, MySensor,2020-04-06T05:01:20.000Z
7,-119.8492,0.18067,15, cpm, MySensor,2020-04-06T05:01:25.000Z
7,-119.8492,0.18067,13, cpm, MySensor,2020-04-06T05:01:30.000Z
7,-119.8492,0.18067,11, cpm, MySensor,2020-04-06T05:01:40.000Z
7,-119.8492,0.18067,12, cpm, MySensor,2020-04-06T05:01:45.000Z
7,-119.8492,0.18067,14, cpm, MySensor,2020-04-06T05:01:50.000Z
7,-119.8492,0.18067,10, cpm, MySensor,2020-04-06T05:01:55.000Z
7,-119.8492,0.18067,14, cpm, MySensor,2020-04-06T05:02:00.000Z
7,-119.8492,0.18067,10, cpm, MySensor,2020-04-06T05:02:05.000Z
7,-119.8492,0.18067,11, cpm, MySensor,2020-04-06T05:02:10.000Z
7,-119.8492,0.18067,10, cpm, MySensor,2020-04-06T05:02:15.000Z
7,-119.8492,0.18067,12, cpm, MySensor,2020-04-06T05:02:30.000Z
7,-119.8492,0.18067,20, cpm, MySensor,2020-04-06T05:02:35.000Z
7,-119.8492,0.18067,13, cpm, MySensor,2020-04-06T05:02:40.000Z
7,-119.8492,0.18067,8, cpm, MySensor,2020-04-06T05:02:45.000Z
7,-119.8492,0.18067,9, cpm, MySensor,2020-04-06T05:02:50.000Z
7,-119.8492,0.18067,8, cpm, MySensor,2020-04-06T05:02:55.000Z
7,-119.8492,0.18067,11, cpm, MySensor,2020-04-06T05:03:00.000Z
7,-119.8492,0.18067,14, cpm, MySensor,2020-04-06T05:03:05.000Z
7,-119.8492,0.18067,9, cpm, MySensor,2020-04-06T05:03:10.000Z
7,-119.8492,0.18067,13, cpm, MySensor,2020-04-06T05:03:20.000Z
7,-119.8492,0.18067,6, cpm, MySensor,2020-04-06T05:03:25.000Z
7,-119.8492,0.18067,9, cpm, MySensor,2020-04-06T05:03:30.000Z
7,-119.8492,0.18067,14, cpm, MySensor,2020-04-06T05:03:35.000Z
7,-119.8492,0.18067,14, cpm, MySensor,2020-04-06T05:03:40.000Z
7,-119.8492,0.18067,11, cpm, MySensor,2020-04-06T05:03:45.000Z
7,-119.8492,0.18067,9, cpm, MySensor,2020-04-06T05:03:50.000Z
7,-119.8492,0.18067,9, cpm, MySensor,2020-04-06T05:03:55.000Z
7,-119.8492,0.18067,8, cpm, MySensor,2020-04-06T05:04:00.000Z
7,-119.8492,0.18067,8, cpm, MySensor,2020-04-06T05:04:05.000Z
7,-119.8492,0.18067,12, cpm, MySensor,2020-04-06T05:04:10.000Z
7,-119.8492,0.18067,12, cpm, MySensor,2020-04-06T05:04:20.000Z
7,-119.8492,0.18067,17, cpm, MySensor,2020-04-06T05:04:25.000Z
7,-119.8492,0.18067,6, cpm, MySensor,2020-04-06T05:04:30.000Z
7,-119.8492,0.18067,13, cpm, MySensor,2020-04-06T05:04:35.000Z
7,-119.8492,0.18067,9, cpm, MySensor,2020-04-06T05:04:40.000Z
7,-119.8492,0.18067,10, cpm, MySensor,2020-04-06T05:04:50.000Z
7,-119.8492,0.18067,13, cpm, MySensor,2020-04-06T05:04:55.000Z
7,-119.8492,0.18067,11, cpm, MySensor,2020-04-06T05:05:00.000Z
7,-119.8492,0.18067,9, cpm, MySensor,2020-04-06T05:05:05.000Z
7,-119.8492,0.18067,9, cpm, MySensor,2020-04-06T05:05:10.000Z
7,-119.8492,0.18067,9, cpm, MySensor,2020-04-06T05:05:15.000Z
7,-119.8492,0.18067,12, cpm, MySensor,2020-04-06T05:05:20.000Z
7,-119.8492,0.18067,15, cpm, MySensor,2020-04-06T05:05:25.000Z
7,-119.8492,0.18067,13, cpm, MySensor,2020-04-06T05:05:35.000Z
7,-119.8492,0.18067,6, cpm, MySensor,2020-04-06T05:05:40.000Z
7,-119.8492,0.18067,6, cpm, MySensor,2020-04-06T05:05:45.000Z
7,-119.8492,0.18067,13, cpm, MySensor,2020-04-06T05:05:50.000Z
7,-119.8492,0.18067,12, cpm, MySensor,2020-04-06T05:06:00.000Z
7,-119.8492,0.18067,15, cpm, MySensor,2020-04-06T05:06:10.000Z
7,-119.8492,0.18067,11, cpm, MySensor,2020-04-06T05:06:15.000Z
7,-119.8492,0.18067,17, cpm, MySensor,2020-04-06T05:06:20.000Z
7,-119.8492,0.18067,12, cpm, MySensor,2020-04-06T05:06:30.000Z
7,-119.8492,0.18067,19, cpm, MySensor,2020-04-06T05:06:35.000Z
7,-119.8492,0.18067,9, cpm, MySensor,2020-04-06T05:06:40.000Z
7,-119.8492,0.18067,11, cpm, MySensor,2020-04-06T05:06:45.000Z
7,-119.8492,0.18067,11, cpm, MySensor,2020-04-06T05:06:50.000Z
7,-119.8492,0.18067,11, cpm, MySensor,2020-04-06T05:06:55.000Z
7,-119.8492,0.18067,12, cpm, MySensor,2020-04-06T05:07:00.000Z
7,-119.8492,0.18067,13, cpm, MySensor,2020-04-06T05:07:05.000Z
7,-119.8492,0.18067,10, cpm, MySensor,2020-04-06T05:07:10.000Z
