Sensor-id,Long,Lat,Value,Units,User-id,time
10,-119.87066,0.21982,0, cpm, HSS,2020-04-06T05:00:00.000Z
10,-119.87066,0.21982,0, cpm, HSS,2020-04-06T05:00:00.000Z
10,-119.87066,0.21982,5, cpm, HSS,2020-04-06T05:00:05.000Z
10,-119.87066,0.21982,15, cpm, HSS,2020-04-06T05:00:10.000Z
10,-119.87066,0.21982,14, cpm, HSS,2020-04-06T05:00:15.000Z
10,-119.87066,0.21982,9, cpm, HSS,2020-04-06T05:00:20.000Z
10,-119.87066,0.21982,8, cpm, HSS,2020-04-06T05:00:25.000Z
10,-119.87066,0.21982,11, cpm, HSS,2020-04-06T05:00:40.000Z
10,-119.87066,0.21982,8, cpm, HSS,2020-04-06T05:00:45.000Z
10,-119.87066,0.21982,8, cpm, HSS,2020-04-06T05:00:50.000Z
10,-119.87066,0.21982,14, cpm, HSS,2020-04-06T05:00:55.000Z
10,-119.87066,0.21982,10, cpm, HSS,2020-04-06T05:01:00.000Z
10,-119.87066,0.21982,8, cpm, HSS,2020-04-06T05:01:05.000Z
10,-119.87066,0.21982,9, cpm, HSS,2020-04-06T05:01:10.000Z
10,-119.87066,0.21982,16, cpm, HSS,2020-04-06T05:01:15.000Z
10,-119.87066,0.21982,10, cpm, HSS,2020-04-06T05:01:30.000Z
10,-119.87066,0.21982,10, cpm, HSS,2020-04-06T05:01:35.000Z
10,-119.87066,0.21982,5, cpm, HSS,2020-04-06T05:01:40.000Z
10,-119.87066,0.21982,7, cpm, HSS,2020-04-06T05:01:45.000Z
10,-119.87066,0.21982,11, cpm, HSS,2020-04-06T05:01:50.000Z
10,-119.87066,0.21982,8, cpm, HSS,2020-04-06T05:01:55.000Z
10,-119.87066,0.21982,14, cpm, HSS,2020-04-06T05:02:00.000Z
10,-119.87066,0.21982,8, cpm, HSS,2020-04-06T05:02:05.000Z
10,-119.87066,0.21982,16, cpm, HSS,2020-04-06T05:02:10.000Z
