Person,Image,Label,Scorce
1,Person1_1,birdCall,0.33860999999999997
1,Person1_1,eyeball,0.28139000000000003
1,Person1_1,pinkCandle,0.34569
1,Person1_1,pumpkinNotes,0.42683000000000004
1,Person1_1,blueSunglasses,0.32564
1,Person1_1,yellowBag,0.38394
1,Person1_10,birdCall,0.31486
1,Person1_10,eyeball,0.34418000000000004
1,Person1_10,pinkCandle,0.47155
1,Person1_10,sign,0.26366999999999996
1,Person1_10,blueSunglasses,0.25055
1,Person1_10,lavenderDie,0.35128000000000004
1,Person1_10,yellowBag,0.34441
1,Person1_11,birdCall,0.31745999999999996
1,Person1_11,cupcakePaper,0.32550999999999997
1,Person1_11,sign,0.37005
1,Person1_2,cloudSign,0.26761999999999997
1,Person1_2,eyeball,0.28889000000000004
1,Person1_2,pinkCandle,0.33000999999999997
1,Person1_2,redWhistle,0.28935
1,Person1_2,sign,0.42644
1,Person1_2,yellowBag,0.31146
1,Person1_3,birdCall,0.32366999999999996
1,Person1_3,cloudSign,0.28574
1,Person1_3,eyeball,0.25623
1,Person1_3,partyFavor,0.42761000000000005
1,Person1_3,pinkCandle,0.42671000000000003
1,Person1_3,redWhistle,0.41136999999999996
1,Person1_3,sign,0.55821
1,Person1_3,blueSunglasses,0.26771999999999996
1,Person1_4,cloudSign,0.34820999999999996
1,Person1_4,eyeball,0.26827
1,Person1_4,pinkCandle,0.31071
1,Person1_4,sign,0.25358
1,Person1_4,blueSunglasses,0.38178
1,Person1_4,yellowBag,0.5111600000000001
1,Person1_5,pinkCandle,0.34665999999999997
1,Person1_5,hairClip,0.28204
1,Person1_6,birdCall,0.44286000000000003
1,Person1_6,cloudSign,0.28697
1,Person1_6,eyeball,0.27365
1,Person1_6,metalKey,0.39516
1,Person1_6,pinkCandle,0.49738000000000004
1,Person1_6,pumpkinNotes,0.49754
1,Person1_6,sign,0.4938
1,Person1_7,eyeball,0.25584
1,Person1_7,pumpkinNotes,0.50089
1,Person1_7,sign,0.5333100000000001
1,Person1_7,silverStraw,0.41412
1,Person1_7,yellowBalloon,0.41576
1,Person1_7,hairClip,0.32095
1,Person1_8,birdCall,0.34688
1,Person1_8,cloudSign,0.34394
1,Person1_8,eyeball,0.3245
1,Person1_8,metalKey,0.4062
1,Person1_8,blueSunglasses,0.33216
1,Person1_8,hairClip,0.36974
1,Person1_8,lavenderDie,0.30791
1,Person1_8,yellowBag,0.29958
1,Person1_9,metalKey,0.30878
1,Person1_9,lavenderDie,0.5115
1,Person1_9,yellowBag,0.31167
10,Person10_1,cloudSign,0.42038000000000003
10,Person10_1,eyeball,0.46997
10,Person10_1,metalKey,0.34568000000000004
10,Person10_1,pinkCandle,0.44701
10,Person10_1,yellowBag,0.27676999999999996
10,Person10_10,eyeball,0.31961
10,Person10_10,yellowBag,0.40247
10,Person10_11,eyeball,0.3996
10,Person10_11,yellowBag,0.36124
10,Person10_12,cloudSign,0.51042
10,Person10_12,cupcakePaper,0.27642
10,Person10_12,eyeball,0.29295
10,Person10_12,pinkCandle,0.38914
10,Person10_12,pumpkinNotes,0.29994
10,Person10_12,sign,0.29704
10,Person10_12,hairClip,0.33765
10,Person10_13,canadaPencil,0.31585
10,Person10_13,cloudSign,0.42838000000000004
10,Person10_13,partyFavor,0.35396
10,Person10_13,pinkCandle,0.27454
10,Person10_13,sign,0.32945
10,Person10_14,cloudSign,0.28246
10,Person10_14,eyeball,0.37117
10,Person10_14,pinkCandle,0.48128999999999994
10,Person10_14,sign,0.51899
10,Person10_15,sign,0.44922
10,Person10_16,canadaPencil,0.34404
10,Person10_16,pinkCandle,0.35424
10,Person10_16,sign,0.59521
10,Person10_17,cloudSign,0.25478
10,Person10_17,eyeball,0.35547
10,Person10_17,partyFavor,0.32169000000000003
10,Person10_17,pumpkinNotes,0.26094
10,Person10_17,blueSunglasses,0.35003
10,Person10_17,hairClip,0.5674
10,Person10_17,lavenderDie,0.58108
10,Person10_18,birdCall,0.36059
10,Person10_18,cloudSign,0.51458
10,Person10_18,metalKey,0.29215
10,Person10_18,partyFavor,0.43582
10,Person10_18,pinkCandle,0.39594
10,Person10_18,pumpkinNotes,0.3719
10,Person10_18,blueSunglasses,0.38673
10,Person10_18,hairClip,0.44633999999999996
10,Person10_18,yellowBag,0.26281
10,Person10_19,pinkCandle,0.4586
10,Person10_19,sign,0.42083999999999994
10,Person10_2,canadaPencil,0.31585
10,Person10_2,cloudSign,0.42838000000000004
10,Person10_2,partyFavor,0.35396
10,Person10_2,pinkCandle,0.27454
10,Person10_2,sign,0.32945
10,Person10_20,canadaPencil,0.26726
10,Person10_20,cloudSign,0.43664
10,Person10_20,eyeball,0.30554000000000003
10,Person10_20,metalKey,0.27148
10,Person10_20,noisemaker,0.54538
10,Person10_20,partyFavor,0.44828
10,Person10_20,hairClip,0.39494
10,Person10_20,yellowBag,0.41101000000000004
10,Person10_21,cupcakePaper,0.25953000000000004
10,Person10_21,pinkCandle,0.26691
10,Person10_21,sign,0.6133
10,Person10_22,birdCall,0.33454
10,Person10_22,cloudSign,0.43138000000000004
10,Person10_22,eyeball,0.2993
10,Person10_22,pinkCandle,0.30262
10,Person10_22,sign,0.28163
10,Person10_23,cloudSign,0.33265
10,Person10_23,paperPlate,0.34881
10,Person10_23,pumpkinNotes,0.39816
10,Person10_23,blueSunglasses,0.32904
10,Person10_24,cloudSign,0.38064000000000003
10,Person10_24,cupcakePaper,0.30438000000000004
10,Person10_24,eyeball,0.37766
10,Person10_24,pumpkinNotes,0.37154
10,Person10_24,yellowBag,0.54555
10,Person10_25,canadaPencil,0.29372
10,Person10_25,cloudSign,0.27079000000000003
10,Person10_25,pinkCandle,0.29975
10,Person10_25,sign,0.27271999999999996
10,Person10_25,silverStraw,0.52685
10,Person10_3,birdCall,0.33454
10,Person10_3,cloudSign,0.43138000000000004
10,Person10_3,eyeball,0.2993
10,Person10_3,pinkCandle,0.30262
10,Person10_3,sign,0.28163
10,Person10_4,birdCall,0.29549000000000003
10,Person10_4,eyeball,0.26543
10,Person10_4,pinkCandle,0.28589000000000003
10,Person10_4,sign,0.25063
10,Person10_4,yellowBag,0.27116999999999997
10,Person10_5,sign,0.7015
10,Person10_6,pinkCandle,0.32656999999999997
10,Person10_6,pumpkinNotes,0.314
10,Person10_6,sign,0.29623
10,Person10_6,yellowBag,0.36206
10,Person10_7,birdCall,0.32899999999999996
10,Person10_7,cloudSign,0.27626999999999996
10,Person10_7,cupcakePaper,0.28494
10,Person10_7,eyeball,0.27515
10,Person10_7,pumpkinNotes,0.37026
10,Person10_7,yellowBag,0.57557
10,Person10_8,pumpkinNotes,0.42043
10,Person10_9,eyeball,0.29381999999999997
10,Person10_9,yellowBag,0.35062
11,Person11_1,cloudSign,0.25928
11,Person11_1,cupcakePaper,0.31496
11,Person11_1,eyeball,0.27138
11,Person11_1,metalKey,0.29804
11,Person11_1,partyFavor,0.42572
11,Person11_1,pinkCandle,0.25522
11,Person11_1,sign,0.53333
11,Person11_10,cloudSign,0.39161999999999997
11,Person11_10,cupcakePaper,0.28643
11,Person11_10,eyeball,0.40625
11,Person11_10,pinkCandle,0.35623
11,Person11_10,sign,0.45009
11,Person11_11,cloudSign,0.33737
11,Person11_11,cupcakePaper,0.31966999999999995
11,Person11_11,eyeball,0.26191
11,Person11_11,sign,0.48463999999999996
11,Person11_12,cupcakePaper,0.35406
11,Person11_12,eyeball,0.31426
11,Person11_12,sign,0.5061899999999999
11,Person11_13,cupcakePaper,0.25981
11,Person11_14,cloudSign,0.29628000000000004
11,Person11_14,cupcakePaper,0.31732
11,Person11_14,sign,0.34343
11,Person11_15,cloudSign,0.30221
11,Person11_15,cupcakePaper,0.35724
11,Person11_15,sign,0.29298
11,Person11_16,pinkCandle,0.26619
11,Person11_16,sign,0.46626999999999996
11,Person11_16,hairClip,0.46255
11,Person11_17,pinkCandle,0.47936999999999996
11,Person11_17,sign,0.5393600000000001
11,Person11_17,yellowBag,0.3824
11,Person11_18,canadaPencil,0.26247
11,Person11_18,pinkCandle,0.47603999999999996
11,Person11_18,sign,0.575
11,Person11_18,yellowBag,0.45386000000000004
11,Person11_19,canadaPencil,0.32516
11,Person11_19,cupcakePaper,0.27918000000000004
11,Person11_19,pinkCandle,0.33314
11,Person11_19,sign,0.64507
11,Person11_19,silverStraw,0.25786
11,Person11_2,cloudSign,0.31318
11,Person11_2,cupcakePaper,0.33226
11,Person11_2,metalKey,0.39061999999999997
11,Person11_20,cloudSign,0.27384000000000003
11,Person11_20,cupcakePaper,0.40412
11,Person11_20,pinkCandle,0.30364
11,Person11_20,sign,0.52341
11,Person11_20,lavenderDie,0.5314300000000001
11,Person11_21,cupcakePaper,0.28943
11,Person11_21,sign,0.35841
11,Person11_22,pinkCandle,0.28603
11,Person11_22,sign,0.52687
11,Person11_23,birdCall,0.30646999999999996
11,Person11_23,pinkCandle,0.25803000000000004
11,Person11_23,pumpkinNotes,0.55088
11,Person11_23,sign,0.37327
11,Person11_23,trophy,0.36429
11,Person11_23,blueSunglasses,0.35694000000000004
11,Person11_23,hairClip,0.41853999999999997
11,Person11_24,eyeball,0.26978
11,Person11_24,pinkCandle,0.31348000000000004
11,Person11_25,canadaPencil,0.2834
11,Person11_25,cloudSign,0.46673000000000003
11,Person11_25,eyeball,0.27748
11,Person11_25,pinkCandle,0.41039
11,Person11_25,pumpkinNotes,0.50779
11,Person11_25,sign,0.36151
11,Person11_26,cloudSign,0.44418
11,Person11_26,pinkCandle,0.34529
11,Person11_27,cloudSign,0.47428000000000003
11,Person11_27,pinkCandle,0.32048000000000004
11,Person11_27,sign,0.39348
11,Person11_27,blueSunglasses,0.26531
11,Person11_28,cloudSign,0.55604
11,Person11_28,pinkCandle,0.3816
11,Person11_28,redWhistle,0.30446
11,Person11_28,sign,0.5586800000000001
11,Person11_29,cloudSign,0.43488999999999994
11,Person11_29,sign,0.36025999999999997
11,Person11_29,hairClip,0.28543
11,Person11_3,eyeball,0.39409
11,Person11_30,cloudSign,0.42112
11,Person11_30,pinkCandle,0.27455
11,Person11_30,pumpkinNotes,0.28386999999999996
11,Person11_30,sign,0.41944
11,Person11_30,silverStraw,0.29186999999999996
11,Person11_4,eyeball,0.25094
11,Person11_4,partyFavor,0.38321
11,Person11_4,pinkCandle,0.31916
11,Person11_4,sign,0.5423399999999999
11,Person11_5,cupcakePaper,0.34297
11,Person11_5,sign,0.4977
11,Person11_5,silverStraw,0.4186
11,Person11_6,cupcakePaper,0.31978
11,Person11_6,sign,0.46162
11,Person11_6,silverStraw,0.27971
11,Person11_7,cupcakePaper,0.33546
11,Person11_7,sign,0.46876999999999996
11,Person11_7,yellowBag,0.28367
11,Person11_8,cupcakePaper,0.31401
11,Person11_8,sign,0.28003
11,Person11_9,cupcakePaper,0.28343
11,Person11_9,eyeball,0.26932
11,Person11_9,sign,0.26655999999999996
12,Person12_1,eyeball,0.32144
12,Person12_1,pinkCandle,0.28631999999999996
12,Person12_1,blueSunglasses,0.28486
12,Person12_10,canadaPencil,0.34051
12,Person12_10,eyeball,0.27093
12,Person12_10,noisemaker,0.60441
12,Person12_10,pinkCandle,0.25290999999999997
12,Person12_11,cloudSign,0.26503000000000004
12,Person12_11,eyeball,0.2748
12,Person12_11,pinkCandle,0.29146
12,Person12_11,pumpkinNotes,0.28861
12,Person12_11,sign,0.35226
12,Person12_12,birdCall,0.2551
12,Person12_12,cloudSign,0.42383000000000004
12,Person12_12,eyeball,0.27935
12,Person12_12,pinkCandle,0.30163
12,Person12_12,pumpkinNotes,0.31955
12,Person12_12,sign,0.49298000000000003
12,Person12_12,yellowBalloon,0.43854
12,Person12_12,blueSunglasses,0.51062
12,Person12_12,hairClip,0.46908
12,Person12_12,lavenderDie,0.26327
12,Person12_12,yellowBag,0.6250600000000001
12,Person12_13,eyeball,0.25493000000000005
12,Person12_14,cloudSign,0.2516
12,Person12_14,yellowBag,0.40091
12,Person12_15,cloudSign,0.2986
12,Person12_15,eyeball,0.4521
12,Person12_15,redWhistle,0.31681
12,Person12_15,lavenderDie,0.30719
12,Person12_15,yellowBag,0.25545
12,Person12_2,cloudSign,0.30204000000000003
12,Person12_2,cupcakePaper,0.25109000000000004
12,Person12_2,eyeball,0.29464
12,Person12_3,canadaPencil,0.34026
12,Person12_3,eyeball,0.25042
12,Person12_3,yellowBag,0.268
12,Person12_5,eyeball,0.483
12,Person12_5,yellowBag,0.25604
12,Person12_6,cloudSign,0.34231
12,Person12_6,cupcakePaper,0.25328
12,Person12_6,eyeball,0.25077
12,Person12_6,metalKey,0.5301600000000001
12,Person12_6,partyFavor,0.3487
12,Person12_6,pinkCandle,0.26925
12,Person12_6,sign,0.37824
12,Person12_6,blueSunglasses,0.36932
12,Person12_7,eyeball,0.3681
12,Person12_7,pumpkinNotes,0.38525
12,Person12_7,blueSunglasses,0.35054
12,Person12_7,yellowBag,0.25977
12,Person12_8,eyeball,0.31351
12,Person12_8,blueSunglasses,0.30504000000000003
12,Person12_8,lavenderDie,0.71554
12,Person12_8,yellowBag,0.5849300000000001
13,Person13_1,birdCall,0.38448000000000004
13,Person13_1,canadaPencil,0.25136
13,Person13_1,cloudSign,0.46061
13,Person13_1,cupcakePaper,0.29641
13,Person13_1,eyeball,0.34396
13,Person13_1,partyFavor,0.36451
13,Person13_1,pinkCandle,0.2656
13,Person13_1,pumpkinNotes,0.50765
13,Person13_1,sign,0.44635
13,Person13_1,trophy,0.27285
13,Person13_1,blueSunglasses,0.40599
13,Person13_1,hairClip,0.29662
13,Person13_1,stickerBox,0.25934
13,Person13_10,eyeball,0.28648
13,Person13_10,metalKey,0.27598
13,Person13_10,pinkCandle,0.26914
13,Person13_10,sign,0.61639
13,Person13_10,blueSunglasses,0.5558
13,Person13_10,hairClip,0.56653
13,Person13_10,yellowBag,0.31434
13,Person13_11,birdCall,0.6221800000000001
13,Person13_11,cloudSign,0.34492
13,Person13_11,eyeball,0.42258
13,Person13_11,pumpkinNotes,0.43421000000000004
13,Person13_11,trophy,0.25858000000000003
13,Person13_11,blueSunglasses,0.39503
13,Person13_11,hairClip,0.47141000000000005
13,Person13_12,birdCall,0.2549
13,Person13_12,cloudSign,0.33359
13,Person13_12,eyeball,0.32400999999999996
13,Person13_12,pinkCandle,0.49736
13,Person13_12,sign,0.28213
13,Person13_12,trophy,0.40205
13,Person13_12,blueSunglasses,0.29525999999999997
13,Person13_12,hairClip,0.76247
13,Person13_13,cloudSign,0.49188999999999994
13,Person13_13,cupcakePaper,0.41163
13,Person13_13,eyeball,0.29077
13,Person13_13,partyFavor,0.43327
13,Person13_13,pinkCandle,0.29013
13,Person13_13,sign,0.30053
13,Person13_13,blueSunglasses,0.25118
13,Person13_13,yellowBag,0.34783000000000003
13,Person13_14,canadaPencil,0.35777
13,Person13_14,cloudSign,0.27199
13,Person13_14,cupcakePaper,0.28634
13,Person13_14,pumpkinNotes,0.48801000000000005
13,Person13_14,sign,0.30171
13,Person13_14,yellowBalloon,0.25708000000000003
13,Person13_14,blueSunglasses,0.36628
13,Person13_14,hairClip,0.39438
13,Person13_14,stickerBox,0.46353999999999995
13,Person13_14,yellowBag,0.35735
13,Person13_15,birdCall,0.56888
13,Person13_15,cloudSign,0.39598
13,Person13_15,eyeball,0.54155
13,Person13_15,blueSunglasses,0.29845
13,Person13_15,hairClip,0.51003
13,Person13_15,yellowBag,0.26916999999999996
13,Person13_16,birdCall,0.3922
13,Person13_16,canadaPencil,0.31506999999999996
13,Person13_16,cloudSign,0.29524
13,Person13_16,cupcakePaper,0.34157
13,Person13_16,eyeball,0.31451999999999997
13,Person13_16,paperPlate,0.48872
13,Person13_16,pumpkinNotes,0.48885
13,Person13_16,blueSunglasses,0.4381
13,Person13_16,stickerBox,0.5343399999999999
13,Person13_17,birdCall,0.29941999999999996
13,Person13_17,canadaPencil,0.26366999999999996
13,Person13_17,cloudSign,0.34912
13,Person13_17,pinkCandle,0.33959
13,Person13_17,redWhistle,0.36351999999999995
13,Person13_17,sign,0.6219
13,Person13_17,blueSunglasses,0.3591
13,Person13_18,lavenderDie,0.34745
13,Person13_18,yellowBag,0.40215
13,Person13_19,cloudSign,0.29448
13,Person13_19,eyeball,0.61664
13,Person13_19,pumpkinNotes,0.28934
13,Person13_19,redWhistle,0.35320999999999997
13,Person13_19,blueSunglasses,0.25151
13,Person13_19,hairClip,0.32889
13,Person13_19,stickerBox,0.59883
13,Person13_19,yellowBag,0.42872
13,Person13_2,birdCall,0.56588
13,Person13_2,pinkCandle,0.31942
13,Person13_2,blueSunglasses,0.61423
13,Person13_20,birdCall,0.3589
13,Person13_20,cloudSign,0.25938
13,Person13_20,eyeball,0.53599
13,Person13_20,pumpkinNotes,0.33999
13,Person13_20,redWhistle,0.2642
13,Person13_20,sign,0.38008000000000003
13,Person13_20,trophy,0.33338
13,Person13_20,hairClip,0.37989
13,Person13_20,lavenderDie,0.60702
13,Person13_20,stickerBox,0.5897399999999999
13,Person13_20,yellowBag,0.25139
13,Person13_21,birdCall,0.28854
13,Person13_21,cloudSign,0.2692
13,Person13_21,eyeball,0.5169600000000001
13,Person13_21,pinkCandle,0.27008000000000004
13,Person13_21,pumpkinNotes,0.26134
13,Person13_21,sign,0.31267
13,Person13_21,lavenderDie,0.5628
13,Person13_21,stickerBox,0.40698
13,Person13_22,eyeball,0.43801999999999996
13,Person13_22,lavenderDie,0.7135199999999999
13,Person13_22,yellowBag,0.35152
13,Person13_23,cloudSign,0.36416
13,Person13_23,eyeball,0.48181
13,Person13_23,pumpkinNotes,0.34653
13,Person13_23,redWhistle,0.25019
13,Person13_23,hairClip,0.34656
13,Person13_23,stickerBox,0.42595
13,Person13_23,yellowBag,0.31243000000000004
13,Person13_24,birdCall,0.52275
13,Person13_24,cloudSign,0.36106
13,Person13_24,hairClip,0.42462
13,Person13_25,cloudSign,0.43446999999999997
13,Person13_25,eyeball,0.33074000000000003
13,Person13_25,pinkCandle,0.28865999999999997
13,Person13_25,redWhistle,0.42211000000000004
13,Person13_25,sign,0.33592
13,Person13_25,blueSunglasses,0.34596
13,Person13_25,stickerBox,0.49267
13,Person13_26,cloudSign,0.56375
13,Person13_26,eyeball,0.4161
13,Person13_26,partyFavor,0.26621
13,Person13_26,pinkCandle,0.5274
13,Person13_26,sign,0.5756899999999999
13,Person13_26,blueSunglasses,0.27234
13,Person13_26,hairClip,0.37393000000000004
13,Person13_27,birdCall,0.38461
13,Person13_27,cloudSign,0.45965
13,Person13_27,cupcakePaper,0.28084000000000003
13,Person13_27,eyeball,0.42988999999999994
13,Person13_27,metalKey,0.4173
13,Person13_27,partyFavor,0.39908000000000005
13,Person13_27,pinkCandle,0.43665
13,Person13_27,pumpkinNotes,0.25398000000000004
13,Person13_27,sign,0.34146
13,Person13_27,blueSunglasses,0.5989
13,Person13_27,hairClip,0.53503
13,Person13_27,lavenderDie,0.37051
13,Person13_27,yellowBag,0.41093999999999997
13,Person13_28,birdCall,0.25358
13,Person13_28,cloudSign,0.31248000000000004
13,Person13_28,eyeball,0.57662
13,Person13_28,pinkCandle,0.36569
13,Person13_28,hairClip,0.54162
13,Person13_28,yellowBag,0.28300000000000003
13,Person13_29,birdCall,0.50257
13,Person13_29,cloudSign,0.35798
13,Person13_29,cupcakePaper,0.31577
13,Person13_29,paperPlate,0.5996600000000001
13,Person13_29,pumpkinNotes,0.46146000000000004
13,Person13_29,sign,0.2795
13,Person13_29,vancouverCards,0.3581
13,Person13_29,blueSunglasses,0.46103999999999995
13,Person13_29,stickerBox,0.30359
13,Person13_3,birdCall,0.51344
13,Person13_3,cloudSign,0.39744
13,Person13_3,eyeball,0.30325
13,Person13_3,pinkCandle,0.36334
13,Person13_3,pumpkinNotes,0.3354
13,Person13_3,redWhistle,0.44297
13,Person13_3,sign,0.41108999999999996
13,Person13_3,blueSunglasses,0.41435
13,Person13_3,hairClip,0.46329
13,Person13_3,lavenderDie,0.29099
13,Person13_3,yellowBag,0.36078000000000005
13,Person13_30,cloudSign,0.46752
13,Person13_30,pinkCandle,0.27876
13,Person13_30,pumpkinNotes,0.26626
13,Person13_30,redWhistle,0.26616
13,Person13_30,sign,0.41688000000000003
13,Person13_30,blueSunglasses,0.38688
13,Person13_30,stickerBox,0.41806000000000004
13,Person13_31,canadaPencil,0.33674
13,Person13_31,cloudSign,0.38472
13,Person13_31,eyeball,0.38036
13,Person13_31,pinkCandle,0.44273999999999997
13,Person13_31,pumpkinNotes,0.37135999999999997
13,Person13_31,redWhistle,0.31834
13,Person13_31,sign,0.41723000000000005
13,Person13_31,blueSunglasses,0.376
13,Person13_31,hairClip,0.72275
13,Person13_31,stickerBox,0.25555
13,Person13_31,yellowBag,0.25373
13,Person13_32,birdCall,0.44627
13,Person13_32,cloudSign,0.40878000000000003
13,Person13_32,eyeball,0.33211
13,Person13_32,pinkCandle,0.37234
13,Person13_32,pumpkinNotes,0.25856999999999997
13,Person13_32,sign,0.4709
13,Person13_32,trophy,0.3189
13,Person13_32,blueSunglasses,0.34443
13,Person13_32,hairClip,0.66194
13,Person13_32,yellowBag,0.25382
13,Person13_33,birdCall,0.46297
